dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1697716800,2023-10-19 12:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,53.47,10000,51.49,52.9,51.03,54.19,1022,,,93,7,240,0,,,,,20,801,Clouds,few clouds,02d
1697720400,2023-10-19 13:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,55.36,10000,52.48,54.82,54.99,57.97,1022,,,90,5.99,230,0,,,,,20,801,Clouds,few clouds,02d
1697724000,2023-10-19 14:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.29,10000,50.65,58.35,58.98,61.2,1022,,,73,7,230,0,,,,,20,801,Clouds,few clouds,02d
1697727600,2023-10-19 15:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,61.93,10000,47.01,60.55,60.8,64.98,1022,,,58,10.36,240,,,,,,20,801,Clouds,few clouds,02d
1697731200,2023-10-19 16:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.67,10000,45.81,61.18,61.99,65.32,1021,,,54,9.22,240,,,,,,20,801,Clouds,few clouds,02d
1697734800,2023-10-19 17:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,64.29,10000,45.28,62.78,62.98,66.06,1020,,,50,8.05,230,,,,,,20,801,Clouds,few clouds,02d
1697738400,2023-10-19 18:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,63.7,10000,45.77,62.2,62.6,66.2,1019,,,52,9.22,190,,,,,,40,802,Clouds,scattered clouds,03d
1697742000,2023-10-19 19:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,63.61,10000,46.18,62.17,62.6,67.3,1019,,,53,12.66,190,17.27,,,,,40,802,Clouds,scattered clouds,03d
1697745600,2023-10-19 20:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,61.79,10000,46.42,60.35,60.8,65.3,1018,,,57,12.66,170,,,,,,75,803,Clouds,broken clouds,04d
1697749200,2023-10-19 21:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,61.03,10000,48.36,59.79,60.01,63,1018,,,63,12.66,180,,,,,,75,803,Clouds,broken clouds,04d
1697752800,2023-10-19 22:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.57,10000,49.57,59.47,59.31,62.01,1018,,,67,14,180,0,,,,,75,803,Clouds,broken clouds,04d
1697756400,2023-10-19 23:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.31,10000,51.64,59.47,59.04,61.2,1018,,,73,15.01,180,0,,,,,75,803,Clouds,broken clouds,04n
1697760000,2023-10-20 00:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.23,10000,52.03,58.48,58.3,61,1017,,,77,15.01,180,0,,,,,75,803,Clouds,broken clouds,04n
1697763600,2023-10-20 01:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.15,10000,53.28,59.54,58.3,61,1017,,,78,16.11,180,,,,,,75,803,Clouds,broken clouds,04n
1697767200,2023-10-20 02:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.24,10000,53.71,59.68,58.3,61,1017,,,79,16.11,180,,,,,,75,803,Clouds,broken clouds,04n
1697770800,2023-10-20 03:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.33,10000,54.14,59.83,58.3,61,1016,,,80,14,180,0,,,,,75,803,Clouds,broken clouds,04n
1697774400,2023-10-20 04:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.33,10000,55.15,59.97,58.3,61.2,1016,,,83,15.01,180,0,,,,,75,803,Clouds,broken clouds,04n
1697778000,2023-10-20 05:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.21,10000,55.02,59.83,57.97,61,1015,,,83,11.99,180,0,,,,,75,803,Clouds,broken clouds,04n
1697781600,2023-10-20 06:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.39,10000,55.2,60.03,57.97,61,1015,,,83,13,180,0,,,,,75,803,Clouds,broken clouds,04n
1697785200,2023-10-20 07:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.73,10000,55.2,60.35,58.3,62.01,1014,,,82,14,170,0,,,,,75,803,Clouds,broken clouds,04n
1697788800,2023-10-20 08:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.78,10000,55.26,60.42,59.2,62.01,1013,,,82,15.01,170,0,,,,,75,803,Clouds,broken clouds,04n
1697792400,2023-10-20 09:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.55,10000,55.36,60.21,59.02,61,1012,,,83,9.22,140,,,,,,75,500,Rain,light rain,10n
1697796000,2023-10-20 10:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.6,10000,55.74,60.31,58.3,61.03,1011,,,84,13,140,0,1.52,,,,100,501,Rain,moderate rain,10n
1697799600,2023-10-20 11:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.48,10000,57.22,60.4,58.98,61.05,1011,,,89,11.99,140,0,1.18,,,,100,501,Rain,moderate rain,10n
1697803200,2023-10-20 12:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.93,10000,58.59,61.03,59.31,62.58,1010,,,92,17.27,140,25.32,1.4,,,,100,501,Rain,moderate rain,10d
1697806800,2023-10-20 13:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.33,10000,58.73,62.4,60.98,63,1010,,,88,18.41,140,,0.25,,,,100,500,Rain,light rain,10d
1697810400,2023-10-20 14:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.78,3219,59.63,61.07,60.01,62.58,1009,,,96,18.41,150,24.16,3.19,,,,100,501,Rain,moderate rain,10d
1697810400,2023-10-20 14:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.78,3219,59.63,61.07,60.01,62.58,1009,,,96,18.41,150,24.16,3.19,,,,100,701,Mist,mist,50d
1697814000,2023-10-20 15:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.33,3219,60.28,62.64,60.98,63,1009,,,93,16.11,180,,1.74,,,,100,502,Rain,heavy intensity rain,10d
1697814000,2023-10-20 15:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.33,3219,60.28,62.64,60.98,63,1009,,,93,16.11,180,,1.74,,,,100,701,Mist,mist,50d
1697817600,2023-10-20 16:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.55,4828,61.68,63.07,61.3,63.05,1007,,,97,13,150,0,5.95,,,,100,502,Rain,heavy intensity rain,10d
1697817600,2023-10-20 16:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.55,4828,61.68,63.07,61.3,63.05,1007,,,97,13,150,0,5.95,,,,100,701,Mist,mist,50d
1697821200,2023-10-20 17:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.73,10000,60.37,63.01,62.01,64.38,1007,,,92,16.11,160,24.16,0.25,,,,100,500,Rain,light rain,10d
1697824800,2023-10-20 18:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.53,10000,59.86,62.76,61.3,64,1005,,,91,15.01,160,24,1.82,,,,100,501,Rain,moderate rain,10d
1697828400,2023-10-20 19:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.76,10000,60.71,63.1,61.99,64.38,1005,,,93,16.11,180,,1.9,,,,100,501,Rain,moderate rain,10d
1697832000,2023-10-20 20:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.65,10000,60.6,63,61.99,64,1004,,,93,10.36,130,,0.51,,,,100,500,Rain,light rain,10d
1697835600,2023-10-20 21:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.31,10000,60.26,62.62,61.02,64.38,1003,,,93,8.05,160,,0.51,0.25,,,100,501,Rain,moderate rain,10d
1697835600,2023-10-20 21:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.31,10000,60.26,62.62,61.02,64.38,1003,,,93,8.05,160,,0.51,0.25,,,100,701,Mist,mist,50d
1697839200,2023-10-20 22:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.2,10000,60.15,62.49,60.98,63,1002,,,93,13,120,0,1.4,,,,100,501,Rain,moderate rain,10d
1697842800,2023-10-20 23:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.84,10000,59.97,61.18,60.01,62.58,1001,,,97,11.99,100,0,1.22,,,,75,501,Rain,moderate rain,10n
1697846400,2023-10-21 00:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,61.12,10000,60.26,61.5,60.01,63,1001,,,97,9.22,110,,0.39,,,,100,500,Rain,light rain,10n
1697850000,2023-10-21 01:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.98,10000,60.12,61.34,60.01,63,1000,,,97,8.05,110,,0.25,,,,100,500,Rain,light rain,10n
1697853600,2023-10-21 02:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.89,10000,60.03,61.23,60.01,62.58,999,,,97,8.05,90,,0.25,,,,100,500,Rain,light rain,10n
1697857200,2023-10-21 03:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.89,10000,60.03,61.23,60.01,62.58,998,,,97,7,90,0,3.19,,,,100,501,Rain,moderate rain,10n
1697860800,2023-10-21 04:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.87,10000,60.3,61.27,60.01,62.58,997,,,98,9.22,110,,0.25,,,,100,500,Rain,light rain,10n
1697864400,2023-10-21 05:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.78,10000,59.92,61.12,60.01,62.58,996,,,97,5.99,130,0,1.23,,,,100,701,Mist,mist,50n
1697864400,2023-10-21 05:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.78,10000,59.92,61.12,60.01,62.58,996,,,97,5.99,130,0,1.23,,,,100,501,Rain,moderate rain,10n
1697868000,2023-10-21 06:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.8,10000,59.94,61.14,60.01,62.58,995,,,97,3.44,90,,0.64,,,,75,500,Rain,light rain,10n
1697871600,2023-10-21 07:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.65,10000,58.8,59.86,58.98,62.58,994,,,97,3.44,60,,0.25,,,,75,701,Mist,mist,50n
1697871600,2023-10-21 07:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.65,10000,58.8,59.86,58.98,62.58,994,,,97,3.44,60,,0.25,,,,75,500,Rain,light rain,10n
1697875200,2023-10-21 08:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.22,10000,59.07,60.46,59.99,61.2,993,,,96,3.44,100,,0.98,,,,100,500,Rain,light rain,10n
1697878800,2023-10-21 09:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.5,3219,58.95,59.76,58.98,61.32,993,,,98,1.01,185,1.99,0.25,0.25,,,100,701,Mist,mist,50n
1697878800,2023-10-21 09:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.5,3219,58.95,59.76,58.98,61.32,993,,,98,1.01,185,1.99,0.25,0.25,,,100,500,Rain,light rain,10n
1697882400,2023-10-21 10:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.39,3219,59.54,60.69,59.02,61.32,993,,,97,0,0,,0.25,,,,75,701,Mist,mist,50n
1697882400,2023-10-21 10:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.39,3219,59.54,60.69,59.02,61.32,993,,,97,0,0,,0.25,,,,75,500,Rain,light rain,10n
1697886000,2023-10-21 11:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.39,4828,59.54,60.69,59.04,61.32,992,,,97,8.05,340,,0.25,,,,100,701,Mist,mist,50n
1697886000,2023-10-21 11:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.39,4828,59.54,60.69,59.04,61.32,992,,,97,8.05,340,,0.25,,,,100,500,Rain,light rain,10n
1697889600,2023-10-21 12:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.39,4828,59.54,60.69,58.98,61,992,,,97,9.22,310,,0.25,,,,100,500,Rain,light rain,10d
1697889600,2023-10-21 12:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.39,4828,59.54,60.69,58.98,61,992,,,97,9.22,310,,0.25,,,,100,701,Mist,mist,50d
1697893200,2023-10-21 13:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,58.78,4828,57.36,58.82,57.02,60.33,991,,,95,18.41,330,,2.63,,,,100,501,Rain,moderate rain,10d
1697893200,2023-10-21 13:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,58.78,4828,57.36,58.82,57.02,60.33,991,,,95,18.41,330,,2.63,,,,100,701,Mist,mist,50d
1697896800,2023-10-21 14:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.27,4828,55.56,57.11,56.98,59.32,991,,,94,14.97,310,,1.43,,,,100,501,Rain,moderate rain,10d
1697896800,2023-10-21 14:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.27,4828,55.56,57.11,56.98,59.32,991,,,94,14.97,310,,1.43,,,,100,701,Mist,mist,50d
1697900400,2023-10-21 15:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.34,10000,55.63,57.2,56.3,59,990,,,94,14.97,300,,1.71,2.54,,,100,501,Rain,moderate rain,10d
1697904000,2023-10-21 16:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,58.64,10000,55.42,58.39,56.98,60.01,990,,,89,20,320,0,0.32,,,,75,500,Rain,light rain,10d
1697907600,2023-10-21 17:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,58.87,10000,54.05,58.41,57.97,60.01,990,,,84,19.57,300,27.63,0.59,,,,75,500,Rain,light rain,10d
1697911200,2023-10-21 18:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.33,10000,52.38,59.59,58.98,61.05,990,,,75,21.85,300,29.93,0.54,,,,75,500,Rain,light rain,10d
1697914800,2023-10-21 19:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.42,10000,51.73,61.56,60.98,64,991,,,68,24.16,300,31.07,,,,,75,803,Clouds,broken clouds,04d
1697918400,2023-10-21 20:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,64.02,10000,48.04,62.76,61.99,65.05,991,,,56,24.16,290,36.82,,,,,75,803,Clouds,broken clouds,04d
1697922000,2023-10-21 21:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,64.09,10000,47.14,62.74,61.99,64.99,992,,,54,18.41,280,32.21,,,,,75,803,Clouds,broken clouds,04d
1697925600,2023-10-21 22:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,62.11,10000,46.26,60.66,59.99,63,993,,,56,21,290,32.99,,,,,75,803,Clouds,broken clouds,04d
1697929200,2023-10-21 23:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.33,10000,45.97,58.84,58.3,61.99,994,,,59,18.41,280,25.32,,,,,20,801,Clouds,few clouds,02n
1697932800,2023-10-22 00:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.94,10000,46.47,58.5,57.97,60.98,995,,,61,15.01,270,0,,,,,20,801,Clouds,few clouds,02n
1697936400,2023-10-22 01:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,58.8,10000,47.48,57.49,57.31,60.01,996,,,66,23.02,270,28.77,,,,,75,803,Clouds,broken clouds,04n
1697940000,2023-10-22 02:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,59.04,10000,47.3,57.69,58.3,60.01,997,,,65,18.41,270,29.93,,,,,75,803,Clouds,broken clouds,04n
1697943600,2023-10-22 03:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.45,10000,46.6,56.05,56.98,59.2,998,,,67,20,270,28.01,,,,,75,803,Clouds,broken clouds,04n
1697947200,2023-10-22 04:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,56.93,10000,45.3,55.38,55.98,57.99,998,,,65,21.99,270,0,,,,,75,803,Clouds,broken clouds,04n
1697950800,2023-10-22 05:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.02,10000,44.98,55.44,56.3,57.33,998,,,64,18.41,270,32.21,,,,,75,803,Clouds,broken clouds,04n
1697954400,2023-10-22 06:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.07,10000,45.45,55.54,56.03,57.99,998,,,65,16.11,260,26.46,,,,,75,803,Clouds,broken clouds,04n
1697958000,2023-10-22 07:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,55.18,10000,45.21,53.65,54.03,57.33,999,,,69,21,260,0,,,,,75,803,Clouds,broken clouds,04n
1697961600,2023-10-22 08:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,53.69,10000,44.89,52.14,52.99,55.38,999,,,72,16.11,260,,,,,,40,802,Clouds,scattered clouds,03n
1697965200,2023-10-22 09:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,52.03,10000,43.3,50.32,51.01,54.32,1000,,,72,16.11,260,,,,,,40,802,Clouds,scattered clouds,03n
1697968800,2023-10-22 10:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,51.87,10000,43.14,50.14,50.99,53.98,1001,,,72,15.01,250,0,,,,,75,803,Clouds,broken clouds,04n
1697972400,2023-10-22 11:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,51.62,10000,42.91,49.87,50.99,53.58,1001,,,72,20,260,0,,,,,75,803,Clouds,broken clouds,04n
1697976000,2023-10-22 12:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,51.48,10000,42.76,49.71,50.31,52.99,1002,,,72,18.41,260,,,,,,75,803,Clouds,broken clouds,04d
1697979600,2023-10-22 13:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,53.33,10000,43.05,51.57,52.03,54,1003,,,68,21,270,28.01,,,,,75,803,Clouds,broken clouds,04d
1697983200,2023-10-22 14:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,55.11,10000,42.76,53.28,54.03,56.19,1003,,,63,15.01,270,24,,,,,75,803,Clouds,broken clouds,04d
1697986800,2023-10-22 15:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.02,10000,41.5,55.06,55.31,57.2,1003,,,56,16.11,280,23.02,,,,,75,803,Clouds,broken clouds,04d
1697990400,2023-10-22 16:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,56.97,10000,40.03,54.86,55.98,58.19,1004,,,53,20,310,25.01,,,,,75,803,Clouds,broken clouds,04d
1697994000,2023-10-22 17:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.42,10000,39.45,55.26,55.98,59,1004,,,51,19.57,280,26.46,,,,,75,803,Clouds,broken clouds,04d
1697997600,2023-10-22 18:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,57.27,10000,36.7,54.86,55.31,59.05,1004,,,46,21.99,310,28.01,,,,,75,803,Clouds,broken clouds,04d
1698001200,2023-10-22 19:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,56.88,10000,36.34,54.43,55.31,58.01,1004,,,46,25.32,320,33.38,,,,,75,803,Clouds,broken clouds,04d
1698004800,2023-10-22 20:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,56.77,10000,36.79,54.36,54.99,58.19,1005,,,47,24.16,320,28.77,,,,,40,802,Clouds,scattered clouds,03d
1698008400,2023-10-22 21:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,54.93,10000,35.64,52.38,53.98,56.19,1006,,,48,25.32,310,35.68,,,,,75,803,Clouds,broken clouds,04d
1698012000,2023-10-22 22:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,53.4,10000,33.71,50.65,52.2,54.99,1007,,,47,20,310,28.99,,,,,75,803,Clouds,broken clouds,04d
1698015600,2023-10-22 23:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,53.33,10000,34.68,50.67,51.21,54.05,1009,,,49,18.41,310,26.46,,,,,75,803,Clouds,broken clouds,04n
1698019200,2023-10-23 00:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,52.95,10000,35.33,50.34,50.2,53.98,1010,,,51,18.41,310,28.77,,,,,75,803,Clouds,broken clouds,04n
1698022800,2023-10-23 01:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,51.35,10000,36.21,48.81,49.19,51.98,1010,,,56,23.02,320,35.68,,,,,75,803,Clouds,broken clouds,04n
1698026400,2023-10-23 02:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,49.86,10000,36.12,42.51,48.2,50.99,1011,,,59,25.32,310,34.52,,,,,75,803,Clouds,broken clouds,04n
1698030000,2023-10-23 03:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,48.29,10000,35.89,40.6,47.3,49.98,1011,,,62,24.16,300,36.82,,,,,40,802,Clouds,scattered clouds,03n
1698033600,2023-10-23 04:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,47.86,10000,35.08,40.6,46.31,48.2,1012,,,61,21,310,30,,,,,75,803,Clouds,broken clouds,04n
1698037200,2023-10-23 05:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,46.54,10000,34.65,39.67,45.99,48.18,1012,,,63,17.27,310,27.63,,,,,75,803,Clouds,broken clouds,04n
1698040800,2023-10-23 06:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,46.54,10000,35.04,38.93,45.99,48.18,1013,,,64,20.71,300,31.07,,,,,40,802,Clouds,scattered clouds,03n
1698044400,2023-10-23 07:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,46.53,10000,35.8,39.04,45.3,48.18,1013,,,66,20,320,25.99,,,,,40,802,Clouds,scattered clouds,03n
1698048000,2023-10-23 08:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,46.27,10000,35.94,39.06,45.19,48.18,1014,,,67,18.41,330,26.46,,,,,75,803,Clouds,broken clouds,04n
1698051600,2023-10-23 09:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,46.22,10000,36.27,39.81,45.99,48.18,1015,,,68,14.97,320,,,,,,40,802,Clouds,scattered clouds,03n
1698055200,2023-10-23 10:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,46.33,10000,36.36,39.38,45.99,48.18,1016,,,68,17.27,330,21.85,,,,,20,801,Clouds,few clouds,02n
1698058800,2023-10-23 11:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,46.27,10000,37.4,39.06,45.19,48.18,1017,,,71,18.41,310,,,,,,20,801,Clouds,few clouds,02n
1698062400,2023-10-23 12:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,47.88,10000,38.21,41.38,46.2,49.05,1019,,,69,17.27,320,,,,,,20,801,Clouds,few clouds,02d
1698066000,2023-10-23 13:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,49.82,10000,39.33,43.9,48.97,50.99,1020,,,67,17.27,320,,,,,,20,801,Clouds,few clouds,02d
1698069600,2023-10-23 14:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,53.1,10000,40.03,50.97,50.99,54.19,1020,,,61,18.41,330,27.63,,,,,20,801,Clouds,few clouds,02d
1698073200,2023-10-23 15:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,53.96,10000,41.25,51.96,52.99,56.05,1021,,,62,18.41,320,,,,,,20,801,Clouds,few clouds,02d
1698076800,2023-10-23 16:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,56.8,10000,41.76,54.86,54.99,57.31,1021,,,57,13,320,25.01,,,,,20,801,Clouds,few clouds,02d
1698080400,2023-10-23 17:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,58.86,10000,42.75,57.02,56.98,60.31,1021,,,55,15.01,320,0,,,,,0,800,Clear,sky is clear,01d
1698084000,2023-10-23 18:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.53,10000,42.84,58.73,57.97,62.31,1021,,,52,11.99,340,0,,,,,0,800,Clear,sky is clear,01d
1698087600,2023-10-23 19:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.71,10000,43,58.93,58.98,62.02,1021,,,52,11.5,320,,,,,,0,800,Clear,sky is clear,01d
1698091200,2023-10-23 20:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.82,10000,42.6,59,59.99,62.58,1021,,,51,7,340,0,,,,,0,800,Clear,sky is clear,01d
1698094800,2023-10-23 21:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,60.62,10000,42.42,58.78,59.31,62.31,1022,,,51,11.99,310,0,,,,,20,801,Clouds,few clouds,02d
1698098400,2023-10-23 22:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,58.89,10000,42.3,57.02,57.97,60.78,1022,,,54,13,310,0,,,,,20,801,Clouds,few clouds,02d
1698102000,2023-10-23 23:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,56.73,10000,40.77,54.7,55,58.98,1023,,,55,7,320,0,,,,,20,801,Clouds,few clouds,02n
1698105600,2023-10-24 00:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,55.11,10000,41.05,53.1,53.98,57.18,1024,,,59,7,350,0,,,,,20,801,Clouds,few clouds,02n
1698109200,2023-10-24 01:00:00 +0000 UTC,-14400,John F. Kennedy International Airport,40.644624,-73.779703,54.37,10000,39.92,52.23,51.98,56.98,1024,,,58,7,350,0,,,,,0,800,Clear,sky is clear,01n
